,ds,Unnamed: 1,count,hate_speech,offensive_language,neither,class,tweet,id
7696,td,7724,0,0,0,0,1,@Zhugstubble meet up eat bitch,
10551,td,10579,0,0,0,0,1,Bobby bitch,
8865,td,8893,0,0,0,0,1,@kieffer_jason bitch didn't we just discuss this shit yesterday what time faget,
14577,td,14605,0,0,0,0,2,Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh,
19017,td,19045,0,0,0,0,2,RT @NFL_Memes: Buckwheat and Porky http://t.co/bo96nelS2P,
15427,td,15455,0,0,0,0,1,My blue flag brite nd ya bitch blowing me like play bagpipes,
18492,td,18520,0,0,0,0,1,RT @KlTTYGIRL: im shitty but i promise u im better than that bitch,
26411,td,26439,0,0,0,0,1,i hate ah dirty house!!! foul living bitches,
2820,td,2844,0,0,0,0,1,@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj I love scally play. Fuck yeah,
5834,td,5862,0,0,0,0,0,@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies,
14860,td,14888,0,0,0,0,1,Like keke say real niggas got a heart too it just take a real bitch for him to show it,
20614,td,20642,0,0,0,0,1,RT @YouNeed_Jasmine: I hate when ppl say hoes aren't loyal. They supposed to be? &#128514;,
2791,td,2815,0,0,0,0,1,@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it Savage,
388,c,388,0,0,0,0,0,@Dab7One @tariqnasheed But all Muhammadans BY DIKTAT of their faith SUPPORT the jihad against Kafir...   #NoMuslims #EXTIRPATE,8.76894874997543E+017
14487,td,14515,0,0,0,0,1,Jhene Aiko ain't shit but a spiteful side hoe she ain't even fine,
12837,td,12865,0,0,0,0,1,I guess bitches got it twisted and think I'm weak or something.. Do I look weak? Do I look scary? Do I look like somebody you finna pick w|?,
27139,td,27167,0,0,0,0,2,wish I had a brownie or a dab to knock me out rn,
21704,td,21732,0,0,0,0,1,RT @itsDeSha__: give me head &amp; kiss yo bitch  you a ill nigga !,
16887,td,16915,0,0,0,0,2,RT @BradThor We now know more about Twinkies and how old the earth is than what happened in #Benghazi.,
1326,c,1346,0,0,0,0,2,I am sick to the back teeth of hearing the words Muslim Terrorist Corbyn McDonnell all the bloody time in what used… https://t.co/HJwMLbcQbT,8.77196565064163E+017
6897,td,6925,0,0,0,0,1,@REAL_Kaysavage that bitch was going or nawl,
12943,td,12971,0,0,0,0,1,I hate when people just randomly stop talking to you like give me a reason bitch,
16007,td,16035,0,0,0,0,1,Okay don't reply then I didn't want you to anyways bitch,
5894,td,5922,0,0,0,0,0,@IWantHis_Heart Ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat,
24997,td,25025,0,0,0,0,1,Well thank goodness I got other musicians that aren't bitches.. like @Tampa_Rick for example.,
26478,td,26506,0,0,0,0,1,if someone thinks you have hoes they just saying that cause either they wanna be one or be the only one,
17994,td,18022,0,0,0,0,1,RT @IHaveSex_Alot: I don't luv deez hoes at all..&#128076;,
9437,td,9465,0,0,0,0,2,@selina_dabbagh the song? About pollo hermanos and Heisenberg?,
12235,td,12263,0,0,0,0,1,Hey ladies can i ask you a question ? Why do yall niggas be so fkn LAME ! It be the baddest bitches wit the LAMEST niggas,
1650,c,1670,0,0,0,0,2,Why NBA players don't never give shit to black people in the stands or I'm tripping ?,8.75034099462939E+017
10873,td,10901,0,0,0,0,1,Chase really got hoes in every state it's crazy his @ name the truth,
14538,td,14566,0,0,0,0,1,Jus tired to tell a nicca Young Thug was gah yesterday nicca ain't believe me &#128530;,
5248,td,5276,0,0,0,0,2,@Chancellor_IV naw Bryan said it was trash hotel so we're staying somewhere else,
12434,td,12462,0,0,0,0,2,I almost stepped on a bird running around the floor ah they are so creepy,
16697,td,16725,0,0,0,0,1,RT @BJayBlast: I love my family but I wouldn't even need water to pop that Red Pill. That hoe is getting taken swiftly. http://t.co/wtXEOm&#8230;,
435,c,435,0,0,0,0,2,@FoxNews @MarkSteynOnline @kilmeade @ossoff AND HE WANTED MORE REFUGEES AND AMERICANS ARE DONE WITH THEM! #AmericaFirst #NoRefugees #WeDontCare,8.7760555986792E+017
12408,td,12436,0,0,0,0,0,I ain't been to the fair since I was like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me,
17854,td,17882,0,0,0,0,1,RT @HOFSportsTalk: It's okay for Michael Sam to mock Manziel but if Johnny mocked Sam by pretending to have a dick in his mouth he'd get a&#8230;,
7430,td,7458,0,0,0,0,0,@TielerMLG @psvch @HalfAssed_ coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards,
9966,td,9994,0,0,0,0,1,Ain't shit pretty but my bitch and my momma anyone can get the drama,
6541,td,6569,0,0,0,0,1,@MikeTattaglia happy birthday!! I hope the bitches got you something good,
21051,td,21079,0,0,0,0,2,RT @bakedbrotatoes: *spits out animal cracker* This doesn't even taste like hippo.,
6641,td,6669,0,0,0,0,1,@Myalynn__x3 mhm bitch don't play with your life &#128299;,
24718,td,24746,0,0,0,0,1,Turn a fuck nigguh to a rebound,
2562,td,2585,0,0,0,0,1,@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving lmmfao &#128514;&#128514;&#128514;&#128514;,
11668,td,11696,0,0,0,0,1,Fuck around &amp; take them hoes back,
23314,td,23342,0,0,0,0,1,Slim Hines lil bruda ainn bout it bitch how yu figure,
16290,td,16318,0,0,0,0,1,Playing games and wrestling are the only ways I bind with my brothers. That and the sex talk &amp; providing condoms. No raw dogging these hoes,
23416,td,23444,0,0,0,0,1,So tired but mom is making me stay up until she is finished drinking another beer. She better chug that shit,
12302,td,12330,0,0,0,0,1,Hold up women leaving good men for some quotes they seen a nigga with no girl post on Instagram that he copied on google...u hoes crazy &#9996;&#65039;&#9996;&#65039;,
18675,td,18703,0,0,0,0,1,RT @LiveAndUncut: if you really wanna please your man seeing him pleased Gon turn you on. but you know bitches aint really what they clai&#8230;,
22557,td,22585,0,0,0,0,1,RT @theARTofTriLL: Dolph in this hoe... Bout to rock dj holiday show!!!! #memphis,
23201,td,23229,0,0,0,0,1,She wanna talk shit.. but then have a friendship .. fuck you bitch and I hope u offended,
12667,td,12695,0,0,0,0,1,I don't put nothing pass nobody when it comes money n pussy.,
26147,td,26175,0,0,0,0,1,choke that bitch,
7321,td,7349,0,0,0,0,1,@ThatBoyACE71 Straight pussy,
15319,td,15347,0,0,0,0,2,Money hungry hoes they can never get a crumb,
13726,td,13754,0,0,0,0,1,I'm in my glory bitch &#128130;&#128315; http://t.co/pnOAaWENkv,
8723,td,8751,0,0,0,0,1,@jrlikeswhisky @ZwithR @NickEhlers01 You couldn't handle Iowa pussy - here kitty kitty kitty --- http://t.co/1aNMKM4O9Y,
24255,td,24283,0,0,0,0,1,These little girls at Simons were telling me they like my huf socks bitch go home &amp; do your homework,
17999,td,18027,0,0,0,0,1,RT @ILongDickHoes_: When bitches say that your dick game is stupid http://t.co/cW5uOqx4DS,
24230,td,24258,0,0,0,0,1,These hoes is lost RT @Dkellz34: @1Bcarter hahaha how much you wanna bet she don't get the job lmao,
6113,td,6141,0,0,0,0,2,@Johnny3_ @HPGuilty trash ain't it,
24650,td,24678,0,0,0,0,0,Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.,
18328,td,18356,0,0,0,0,2,RT @JustReIatabIe: when you die on flappy bird &#128514; http://t.co/Pu7uqxJFMc,
8383,td,8411,0,0,0,0,1,@fabbymichelle cause I didn't wanna see your bitch ass,
13588,td,13616,0,0,0,0,1,I'd shut the fuck up or I'll just be wide and batter any boy you ever go out with haha. Im a cunt so wit? You cani do shit to stop me... :),
19427,td,19455,0,0,0,0,2,RT @RTGIFS: DOMINIQUE Made Larry bird do a 360 lmaooo http://t.co/Vs6e3Z0C2u,
22871,td,22899,0,0,0,0,1,RT @zeemonstaa: There no such thing as too much pussy .,
12348,td,12376,0,0,0,0,1,How do you greet your friends? &#8212; yo bitch what's up &#9829; http://t.co/012llZCmSU,
13534,td,13562,0,0,0,0,1,I wish ya nighas stressed ya kids like ya stress these lame bitches.,
26078,td,26106,0,0,0,0,1,bitch you better not disappoint me. madonna and britney and xtima have RT @gwenstefani: My new single #BabyDontLie is coming Monday!!,
5028,td,5056,0,0,0,0,1,@BillPeriman @offgridsurvival what the holy fucking hell is going on at the EPA those over-zealous cunts I can't wait for 2016,
6818,td,6846,0,0,0,0,1,@ParhamBryce @lllexiss @lukejohnson06 @laurenbeckkkk1 alright then we'll in calling you a pussy also,
15782,td,15810,0,0,0,0,1,Niggas talking bout 'these hoes ain't loyal' but they been to 6 different barbers.,
25288,td,25316,0,0,0,0,1,Why can't there be bomb single bitches available on tap?,
19977,td,20005,0,0,0,0,1,RT @TaeCocky: I have 0 hoes,
18355,td,18383,0,0,0,0,1,RT @KINGTUNCHI_: Lol that same bitch I was cool with was was down to sit me up in get me kill in get on twitter in talk about it.,
12796,td,12824,0,0,0,0,1,I got hoes. I got hoes. I got hoes. I got hoes.,
14734,td,14762,0,0,0,0,1,Lady next to me gon say her cooch is itching &amp; burning she thinks she got a uti. No bitch that's something else down there,
23311,td,23339,0,0,0,0,1,Slide in that hoe DM's like &#127938;&#127938;&#127938;,
18563,td,18591,0,0,0,0,1,RT @LakeShOwQueen: Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg,
5541,td,5569,0,0,0,0,2,@El_Grillo1 Off to the east of your current location on an east-facing slope (dry side of a dry place).,
9835,td,9863,0,0,0,0,1,A Nigguh spitting dat crack to your bitch,
16003,td,16031,0,0,0,0,1,Ok... sucking dick isn't supposed to be done in a cute Manor at all. Just like eating pussy you're not supposed to be scared of it.,
18917,td,18945,0,0,0,0,1,RT @MitchVorce: Bastino is my niggah&#128661;,
24434,td,24462,0,0,0,0,1,This bitch says she's got 150% in school... What the fuck is that bullshit,
21724,td,21752,0,0,0,0,1,RT @itskingdee: @1inkkofrosess fuck them hoes! I have bigger problems like do you cook at your house lol,
19791,td,19819,0,0,0,0,2,RT @SoccerGrlProbs: Germany's like....Next goal has to be a header. Then next goal after that has to be a diving header. Let's play monkey &#8230;,
19135,td,19163,0,0,0,0,1,RT @NotoriousBM95: @Abel312_ @_WhitePonyJr_ @fallenloki Stick to hockey faggot. You're finished,
11401,td,11429,0,0,0,0,1,Ever pop a bag of chips and that bitch bust open on the end facing the fuckin floor,
11786,td,11814,0,0,0,0,2,GA Charlie @Charlie4927 @sholzbee @DorisTafoya1 @cat_lmbo @Jagauress @Walter_lars @lynnemrnp @AmyMek @Justin_Awe,
17470,td,17498,0,0,0,0,2,"RT @DragonflyJonez: ""You men are trash if your homeboy is cheating and you dont tell his wife/girl and break up their family."" LOLNO",
7327,td,7355,0,0,0,0,1,@ThatHaleyWay @kdawgg065 aahahah who the fuck watches that trash?,
20636,td,20664,0,0,0,0,1,RT @YungRajee: Ladies listen NO nigga wants to settle down at a young age. All you bitches crying about being single now will be wifed in 1&#8230;,
2996,td,3021,0,0,0,0,1,These hoes ain't loyal,
19035,td,19063,0,0,0,0,2,"RT @NateKlempa: @ROOTSPORTSPIT must not realize how much #WVU games mean to all of us ""hillbillies"". The @Pirates play 162 games a year. Sh&#8230;",
22896,td,22924,0,0,0,0,1,"Rand went full retard some time ago &#8220;@RichardBSpencer: @SenRandPaul isn't ""playing the game""... he's just retarded.  http://t.co/ZpKimh9fTG&#8221;",
27085,td,27113,0,0,0,0,1,well ain't that a bitch,
7981,td,8009,0,0,0,0,1,@assholee813 such a hoe,
5734,td,5762,0,0,0,0,2,@GregHillWAAF soo what you putting on those crackers Gregg?,
26463,td,26491,0,0,0,0,1,id look real retarded trynna hi 5 myself  so ill just do it in my head,
8509,td,8537,0,0,0,0,1,@helenyvonnem they already have. Are you retarded?,
11385,td,11413,0,0,0,0,1,Especially dem souf niccas dat shit was outrageous,
18471,td,18499,0,0,0,0,2,RT @KingKwama: Female IG Models in person be so trash &#128546;,
24859,td,24887,0,0,0,0,1,W bitch,
13925,td,13953,0,0,0,0,1,If I ever ate your pussy before and you fucked over 3 niggas before that let me know right now because you owe me $100 you dirty bitch,
12777,td,12805,0,0,0,0,1,I got a main bitch I got new hoe love my Ak but I got my .44,
23517,td,23545,0,0,0,0,1,Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.,
18986,td,19014,0,0,0,0,1,RT @Murica_FuckYea: City bitches &#128514;&#128514;&#128514;&#128514;#starbucks #uggboots #Jellydoughnuts https://t.co/VVIT8HP40t,
1352,c,1372,0,0,0,0,2,"Hahaha when it's a ""Muslim"" he's definitely a terrorist but when a white guy does it he has mental health problems https://t.co/PuphgDbeHg",8.77259064169964E+017
3902,td,3930,0,0,0,0,1,&#8220;@PutYa_Han_OnIt: &#8220;@Tweets_NOchill: Small titty bitches pierced nipples look like staples.&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;lmao,
25596,td,25624,0,0,0,0,1,Yesterday was an all around good day. Great day. Saw a lot of people i havent seen in a while and got high as giraffe pussy #Easter420,
7061,td,7089,0,0,0,0,2,@SamTrap84 in this world we don't spank the monkey the monkey spanks us.,
9236,td,9264,0,0,0,0,2,@osnapitzthorne @AcaciaBrinley trash?,
1096,c,1104,0,0,0,0,2,@PrisonPlanet Those who interrupt a Islamic terrorist is just being rude and should respect that person's religious teaching. Piers Morgan.,8.77257230629962E+017
5805,td,5833,0,0,0,0,1,@Highwayy_17 you're a bitch,
19125,td,19153,0,0,0,0,2,RT @NormSanders: I much prefer this classic blue and yellow Rams uniform to anything we've seen since that magical year. Not even close #st&#8230;,
20108,td,20136,0,0,0,0,1,RT @TheKizzler: make today yo bitch,
15416,td,15444,0,0,0,0,1,My bitch say I'm in the dog house FUCK YOU MEAN,
16718,td,16746,0,0,0,0,1,RT @BadBish_Rollaan: &#8220;@WhitDAWGem_: I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business &#128129;&#8221;&#9994;,
4554,td,4582,0,0,0,0,1,"' You tall tree ass females be 6'0 TALKIN bout "" Catching Feelings ""  bitch you need to catch this touchdown... http://t.co/lMgkDuxzY7",
11272,td,11300,0,0,0,0,2,Doug Martin trash,
7810,td,7838,0,0,0,0,1,@___AsiaJ lol my bro said it about a bitch but it can be about u,
6556,td,6584,0,0,0,0,2,@MinuteManX1776 @TheyKnowNotWhat &lt;&lt; closet muzzie @MayberryJustin @AllForCountry @LilMissPrepper @ritzy_jewels @glinsan1,
17148,td,17176,0,0,0,0,1,RT @ClicquotSuave: i luv when pussy smell like refurbished iphone 3,
15117,td,15145,0,0,0,0,1,Lying bitch http://t.co/TCjHTFxBhc,
15615,td,15643,0,0,0,0,1,Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT @CaratCutClarity: You trash at destiny if you aint at least 25,
10665,td,10693,0,0,0,0,2,Burnating all Yankees and their thatch roof cottages!!!!!! #Astros http://t.co/j3dZiwBDt0,
3371,td,3399,0,0,0,0,1,&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.,
17366,td,17394,0,0,0,0,1,RT @DarlinCory: Making homemade pickles and working on a funny tweet about pussy. I am going to make a great old lady!,
4367,td,4395,0,0,0,0,0,&#8220;@ttevy_8: i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?&#8221;fag,
23999,td,24027,0,0,0,0,1,The homie reallly LOVE fat bitches &#128514;&#128557;&#128514; like in LOVE,
4238,td,4266,0,0,0,0,1,&#8220;@joytooawesome: @im_jessicaaaaa @vintage_monroe_ haha bitch &#128523;&#128518;&#8221; http://t.co/n5uuCDTDxT,
9998,td,10026,0,0,0,0,1,All I want is a 100 million dollars and a bad bitch,
25127,td,25155,0,0,0,0,1,When girls say like ohh I'm so ugly like bitch you ain't fishing for compliments you're like deep sea diving fuck!,
6831,td,6859,0,0,0,0,2,@Pepper_Redbone @Yankees @Mets Exactly by folks who can't favor to get into that lovely old stadium.,
7517,td,7545,0,0,0,0,1,@VeronicaLewis You just can't give hillbillies an audience. They'll squander it every time.,
23767,td,23795,0,0,0,0,1,Thanks for scaring the absolute fuck out of me flatfoot. Now I look like a pussy. Fucking jerk.,
11467,td,11495,0,0,0,0,1,FUCKING WALK OFF IN THE BRONX!!! @Yankees,
18189,td,18217,0,0,0,0,1,RT @JasperDolphin: Lol at the bitches that act like they single but now have to post pictures with they nigga hahaha,
19227,td,19255,0,0,0,0,1,"RT @OhYouNanciHuh: Talmbout ""I graduate next month"" word? Congrats! What in? ""safe food handling"" bitch...if you don't flee from me with th&#8230;",
15334,td,15362,0,0,0,0,2,Morning trash http://t.co/xba6WWVO7m,
10479,td,10507,0,0,0,0,1,Bitch i wouldn't eat yah pussy wit another nigga tongue,
20770,td,20798,0,0,0,0,1,RT @_ShePissGlitter: I'm not going out my way 2 make sure bitches know NOTHING ... Just pay attention !!!,
18405,td,18433,0,0,0,0,1,"RT @KejonASavage: ""@_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;"" some niggas got fuckd up by the bouncers when i w&#8230;",
16188,td,16216,0,0,0,0,1,Pappadeaux bread with the scampi butter RT @_ChickenGeorge Her pussy tastes like? http://t.co/QFqYC7G7px,
5761,td,5789,0,0,0,0,1,@HAUNTINGILINSKY @sorryimalex you actually think he'll do that? lil bitch can't punch a potato,
24139,td,24167,0,0,0,0,2,These birds messy.,
11640,td,11668,0,0,0,0,1,Fronting bitches get that I just got off the island dick. Then I never hit them up again because I'm a fronting ass nigga,
548,c,548,0,0,0,0,0,@JackPosobiec Disgusting! Another terrorist attack perpetrated by a  radical ISLAMIC terrorist! Islam is NOT a religion of peace! #FuckIslam,8.77257757589721E+017
14907,td,14935,0,0,0,0,1,Living with my bitches hashtag live http://t.co/9jKAYWGeVZ,
20429,td,20457,0,0,0,0,1,RT @W0lfHaleighh: @kyle_leavitt96 @meowmariss bye bitch,
17592,td,17620,0,0,0,0,2,"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP",
26635,td,26663,0,0,0,0,2,march is about to get mad! #marchmadness #collegehoops #indiana #iubb #hoosiers,
11952,td,11980,0,0,0,0,1,Got a badass bitch just bouncin on my dick @JordyxRivera,
18433,td,18461,0,0,0,0,2,RT @Kiaranicole_x: @_JoAries @Kash_WingateLFC @chanchan_ox babes we buy brazilian and Peruvian not Bengali,
9319,td,9347,0,0,0,0,2,@rasheedibrahim_ once it gets cold yall gonna be trash again lol,
3944,td,3972,0,0,0,0,2,&#8220;@SexualMedic: How I feel when I'm throwing trash away... http://t.co/qQ94N1rD5N&#8221; everyday in school.,
15597,td,15625,0,0,0,0,1,N%a hit the butta slide at the end of that bitch &#128514;,
4308,td,4336,0,0,0,0,1,&#8220;@purrdylaylayXXX: @Im_Yung_Jay yo mama was confused when she had u&#8221; lol .. These hoes ain't got no manners,
25928,td,25956,0,0,0,0,1,Your ex wife's #pussy tastes like sweet butter @vicmackey #theshield,
11693,td,11721,0,0,0,0,1,Fuck niggah add it up..&gt;&gt;&gt;,
16801,td,16829,0,0,0,0,1,RT @BigDaddyCooter: @vngelinaa_ yeah fuck lunch I'll just eat pussy under the staircase by the foriegn language hallway,
5869,td,5897,0,0,0,0,1,@IAMHICK3Y @chillbr0chill bitches on my dick but look at me I'm fucking beautiful,
24798,td,24826,0,0,0,0,1,Ugly bitches always trynna take pics from the same angle &#128553;&#128553;&#128514;&#128514; guess it's they best side,
23263,td,23291,0,0,0,0,1,Shutup faggot RT @black_taco_: To fumble @Thotcho: Took them a while&#8220;,
12412,td,12440,0,0,0,0,1,I ain't cutting my hair for u hoes at hc,
26301,td,26329,0,0,0,0,1,got to the club early just to get in free and wait for hoes to show up,
18320,td,18348,0,0,0,0,1,RT @JustDoItSlow: @vintage_monroe_ scary told to come to her house to fight her and won't even open the door !! Wtf scary ass hoe,
448,c,448,0,0,0,0,0,Should this be the future lifesituation in Europe??? NO!!! #banislam #banmuslims #livingtargets https://t.co/9wTweAek68,8.76780254592778E+017
22666,td,22694,0,0,0,0,1,RT @trrvvv: Some these bitches got birkins and don't even have cars on the island.. Let alone furniture,
11209,td,11237,0,0,0,0,1,Don't be a fool wrap your tool!   ....unless you wanna be a ratchet white bitch at the clinic with 4 baby daddies. She's apparently exempt,
18879,td,18907,0,0,0,0,1,RT @MidniteBoss: zrgrizz should stop paling video games at the age of 40. Fucking stop playing like pussies.,
14304,td,14332,0,0,0,0,2,It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;,
16595,td,16623,0,0,0,0,2,RT @AmandaMarcotte: &#8220;Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation&#8221; he sa&#8230;,
13640,td,13668,0,0,0,0,1,I'm a hoe for that &#128557;&#128557;&#128557;&#128557;&#128557;&#128514;&#128514;&#128514;&#128514;&#128514;,
9364,td,9392,0,0,0,0,1,@riseofthefags69 stfu prude ass basic ass bitch,
7535,td,7563,0,0,0,0,1,@Viri_BraceFacee wassup niggah,
23528,td,23556,0,0,0,0,1,Son why is our mail lady so ghetto &#128529;,
7365,td,7393,0,0,0,0,1,@TheMattAnderson you real quiet son made Charlie is shit and steelers too? Loser.,
17673,td,17701,0,0,0,0,1,"RT @FriendlyAssh0le: ""i miss my bf"" well i miss limewire... sooo shut the fuck up you whiny bitch",
1127,c,1135,0,0,0,0,2,"@HackneyAbbott Why is #FinsburyPark a terror attack but #Manchester &amp; #LondonBridge only ""incidents""? https://t.co/ijvVz5Lqto",8.77198308405633E+017
23268,td,23296,0,0,0,0,2,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/rX8ynPg1Yd via @BreitbartNews,
4407,td,4435,0,0,0,0,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/ZsAAzFL0p5,
1799,c,1819,0,0,0,0,2,i want to let you know im gay: https://t.co/zJpzdOE34d via @YouTube,8.74924035813102E+017
14370,td,14398,0,0,0,0,1,"It's funny how females don't want to be called a ""bitch"" but if you put the word bad in front of it then they're happy af",
10089,td,10117,0,0,0,0,1,All you hoes are hoes for tweetin about ya panties bein wet,
21216,td,21244,0,0,0,0,2,"RT @collegefession: ""My first adult decision i made in college was to buy a guinea pig #NoRagrets #AlsoNoBeerMoney"" - University if Iowa",
2387,c,2408,0,0,0,0,2,Is #13reasons having positive or negative effects on mental health? Find out more in the @sun https://t.co/ZDvCUuYjr5,8.74958625319596E+017
3034,td,3062,0,0,0,0,1,You ain't my bitch is my favorite response to long texts,
15778,td,15806,0,0,0,0,1,Niggas spend $500 just to look good for a bitch they wouldn't even buy 99 cent burger for,
5648,td,5676,0,0,0,0,1,@FvckMike_ I was bout to smack a bitch.,
17906,td,17934,0,0,0,0,1,RT @HiImAnAsshole: &#8220;@Victoria_Finae: Chief keef is trash.&#8221;I'm glad someone said it,
23889,td,23917,0,0,0,0,2,That's right I'm making brownies right now &#128526;&#128523;,
6066,td,6094,0,0,0,0,1,@JayyRosayy you ain't got no hoes lil jess you're a lil guy,
3512,td,3540,0,0,0,0,1,&#8220;@954Nole: This bitch is looking dumber and dumber by the minute.... &gt;&gt;&gt;&gt;&gt;&gt;&gt; @MattHomeTeam&#8221;,
7000,td,7028,0,0,0,0,1,@Rorschach7 But not disaster pussy. That thing is a wreck.,
11633,td,11661,0,0,0,0,1,Friends become foes girlfriends become hoes.,
19732,td,19760,0,0,0,0,2,RT @ShmurdaGang: Free wop,
22272,td,22300,0,0,0,0,1,RT @phishlicia: Ocho is approaching bitches,
22323,td,22351,0,0,0,0,1,RT @rasheed_wavy: @vivalakristia he bein a bitch,
7816,td,7844,0,0,0,0,1,@__kiante im askin you negro lol,
20201,td,20229,0,0,0,0,1,RT @ThriIIuminati: I hate when people think I'm mad or sad cause I'm not talking.. nah I'm chillin bitch.,
8131,td,8159,0,0,0,0,1,@caylinwillis Fuck the Yankees,
5758,td,5786,0,0,0,0,1,@GwendolynC28 thanks nig&#128540;,
4288,td,4316,0,0,0,0,1,&#8220;@missyf922: It's my birthday!!!!! Yesssss!!!!!&#8221;  Obviously nobody cares bitch,
6695,td,6723,0,0,0,0,1,@NexusAltase Fuck her right in the pussy,
16620,td,16648,0,0,0,0,1,RT @AngelGuapo23: @wigga32 can't dm wigga cause I can't even get a follow back &#128528;,
22930,td,22958,0,0,0,0,2,Really craving my arroz con pollo y habichuelas right now,
24770,td,24798,0,0,0,0,1,U know that pussy good when it sound like u mixing spaghetti when u hit it lol,
16148,td,16176,0,0,0,0,0,Or the teach might get u got RT @abstraktalante: I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.,
18809,td,18837,0,0,0,0,1,RT @MarkAdkins2: #projectdrugs&amp;bitches,
7802,td,7830,0,0,0,0,1,@__C_h_i_n_g__ your daughter can date this little fag bag @Bekkalina13 @PimpSlapnCow http://t.co/4SabX0mcus,
19673,td,19701,0,0,0,0,1,RT @SexTaIk: When you have a good girl say no to hoes,
3260,td,3288,0,0,0,0,2,#drunk #trash #trashed #wasted @ The Draught Horse http://t.co/UvWkhpEswh,
15720,td,15748,0,0,0,0,1,Nigga ill take ya main hoe make her call her home girl and make em share the same dick,
19646,td,19674,0,0,0,0,1,RT @SayMyName_Bella: I love my big booty bitches!,
23860,td,23888,0,0,0,0,1,That son of a bitch moment when you open the fridge and have no food,
8273,td,8301,0,0,0,0,1,@dequaan_ @Khid_Zay &#128514;&#128514;fucc the extra shit I'm seeing that hoe THIS WEEKEND,
25775,td,25803,0,0,0,0,1,You know how many hot bitches I own?,
23622,td,23650,0,0,0,0,1,Stunt on these hoes like&#128514;&#128514;&#128175; https://t.co/E35Igelt4w&#8221;,
16176,td,16204,0,0,0,0,2,POLLOS A L'AST  Dos pollos estaban dando vueltas en una poller&#237;a mientras los estaban cocinando a l'ast cuando... http://t.co/fXeEAJmyfZ,
2840,td,2864,0,0,0,0,1,@trutherbot: does he look like a bitch? @el_capacitor,
21795,td,21823,0,0,0,0,1,RT @jjauthor: US ghettos-driven by lib ideology;forged by unions&amp;bankrupted by self-serving Ds catering 2parasites! #tcot http://t.co/Ee2L5&#8230;,
2615,td,2638,0,0,0,0,2,@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks @dliming35 #bum,
8369,td,8397,0,0,0,0,0,@erinscafe We hate the Yankees though right? I feel like I'm really good at hating them.,
10609,td,10637,0,0,0,0,1,"Briahna told me the best advice I ever gave her was that it ""aint nothing to cut dat bitch off"" lmao.",
8421,td,8449,0,0,0,0,1,@gCan28 @JeremyWGR   And then everyone bitches anyways. The guy can't win with the fans we have. We would run Revis out of here in his prime,
3560,td,3588,0,0,0,0,1,"&#8220;@BasedChasen: Grandmas always b asking you ""Do you have a girlfriend???"" No....I got hoes tf you mean&#8221; real shit.",
18747,td,18775,0,0,0,0,2,RT @LynchieWCVB: Big night at WCVB. Martha Coakley-Charlie Baker debate here at 7 Bruins-Minnesota WIld World Series Game #6.,
23438,td,23466,0,0,0,0,0,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War,
4081,td,4109,0,0,0,0,1,&#8220;@_Perarl: Im so happy in the morning after I shave my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick,
1511,c,1531,0,0,0,0,2,"@AP @SpeakerRyan ""an attack on one of us is attack on all of us"" offer not valid for blacks Muslims LGBTQ women or poor people",8.75027969160487E+017
20995,td,21023,0,0,0,0,1,RT @angelalonz: I feel bad for these young girls that are already hoes.,
5858,td,5886,0,0,0,0,0,@Huntermoore happy cuz I woke up white and not a nigger!,
